traffic_density,vehicle_count,honking_events,population_density,near_highway,near_construction,industrial_zone,hour,is_weekend,decibel_level
7,458,1,14082,0,0,0,10,0,76.58
9,421,60,11620,1,1,0,7,1,88.91
10,565,114,5735,1,0,1,1,1,91.08
8,364,75,5299,0,0,1,4,0,73.92
6,64,63,14725,1,0,1,8,0,68.78
8,40,51,17209,1,0,1,0,1,78.62
5,89,35,4266,1,0,1,16,1,67.01
8,67,66,4611,0,1,0,9,1,65.91
10,510,68,7515,1,0,0,7,0,79.15
4,570,66,7356,0,1,0,17,0,71.66
10,306,46,16990,1,0,1,9,1,88.12
8,29,82,2926,1,1,1,8,1,72.22
10,561,1,14997,0,0,0,3,0,80.35
2,293,43,19415,1,0,1,1,1,67.0
5,400,100,11836,1,1,0,18,0,74.51
9,348,63,5816,1,1,0,9,1,80.63
4,498,117,5862,1,1,0,16,0,73.3
6,34,80,5193,1,0,1,2,1,68.57
1,535,77,9490,1,1,1,20,1,68.45
9,210,27,15633,1,1,0,18,1,77.8
1,187,90,14678,0,1,0,18,1,64.67
5,540,53,11129,0,0,1,21,0,74.09
4,156,73,18895,0,0,1,18,1,68.47
3,173,66,15251,0,0,1,18,0,62.05
6,407,35,925,0,1,1,14,1,69.39
2,228,101,3544,1,0,0,17,1,59.71
3,291,119,11980,0,0,0,16,0,70.76
5,162,62,11606,0,0,1,9,1,66.09
9,88,24,6729,1,0,1,23,1,70.02
2,266,85,1739,0,1,1,13,0,61.2
10,280,47,7066,1,0,1,18,1,74.44
8,98,38,4713,1,1,0,22,1,65.51
2,544,46,3506,0,1,1,17,1,70.32
5,349,93,7525,0,1,1,10,0,73.21
7,208,20,19923,1,1,0,10,1,76.77
8,114,29,7058,1,1,1,11,0,75.18
1,27,91,1684,0,1,0,7,0,51.62
6,86,30,19468,1,0,0,15,0,70.16
1,515,115,14930,0,1,0,23,0,72.96
2,210,25,8602,0,0,1,7,1,58.36
1,385,106,14369,0,1,0,23,1,64.96
5,540,21,7616,0,0,1,13,0,63.41
10,136,20,13437,1,1,1,22,1,79.43
9,286,0,4883,1,0,0,17,1,73.44
6,504,36,18583,0,0,0,23,1,77.86
1,528,76,5007,0,1,0,20,1,60.23
1,317,84,15235,1,1,1,21,1,69.07
2,183,45,17019,1,1,1,3,1,69.12
9,395,8,2525,1,1,0,16,0,81.92
3,287,16,5354,1,0,1,12,1,63.66
1,568,46,5867,1,0,0,4,0,61.31
5,93,84,3390,0,1,1,2,1,63.67
7,527,94,19641,0,1,1,8,0,84.48
6,92,102,4273,0,0,1,19,1,66.19
1,327,58,16319,0,1,1,17,0,72.46
5,218,53,2028,1,0,0,19,0,63.42
5,149,85,12320,1,1,0,18,1,75.67
6,591,11,5549,0,1,0,18,1,67.11
3,506,63,1348,0,0,1,20,0,69.97
5,170,118,10619,1,0,1,15,1,68.59
7,225,5,10857,0,1,0,0,1,71.81
5,198,52,16667,0,0,0,4,1,65.91
5,216,15,12978,1,1,0,23,1,66.78
5,108,89,2621,1,0,1,14,0,68.42
10,453,4,13410,1,1,0,11,1,84.88
10,202,72,5181,0,1,0,0,1,71.5
3,228,45,15255,1,1,0,13,1,69.47
1,512,103,972,1,0,0,17,1,57.93
5,149,13,18671,0,0,0,17,0,61.52
9,32,43,613,1,0,0,5,1,63.2
1,125,62,14190,0,0,0,0,1,54.15
3,394,105,6973,0,1,0,16,1,61.42
4,118,93,9030,0,0,0,17,0,54.15
1,211,51,19169,0,0,1,14,1,58.81
1,344,115,1696,1,0,0,11,0,60.36
8,486,25,16962,0,1,0,12,1,76.53
2,386,52,6517,1,0,0,19,1,63.96
8,337,108,3152,1,0,1,1,0,79.82
7,163,28,11332,1,1,1,3,0,73.79
10,403,18,5885,1,1,0,2,1,85.07
10,235,46,15208,1,1,1,18,1,85.7
2,380,7,17711,0,1,1,7,1,73.3
6,343,22,15071,1,1,0,11,1,75.72
6,34,116,11502,0,1,1,11,1,67.87
3,236,105,3885,0,1,1,9,0,68.6
2,511,34,2465,0,0,0,0,1,54.03
1,566,94,2927,1,1,0,4,0,71.9
6,202,52,3341,1,1,1,19,0,72.67
5,289,98,7063,1,1,0,10,1,71.54
9,486,95,14887,1,1,0,8,1,86.61
1,538,57,6340,0,1,0,13,0,62.52
7,561,4,15654,1,0,1,2,0,83.29
5,486,15,14593,1,0,0,4,1,72.65
5,324,16,4852,0,0,1,23,0,67.14
2,163,31,684,0,0,1,20,0,48.62
3,130,101,10884,0,0,0,8,0,58.8
7,251,95,14819,0,0,1,17,1,77.48
6,519,51,8937,0,0,0,5,1,65.79
2,573,19,10926,0,1,0,20,0,68.99
6,292,111,8004,0,1,0,6,0,71.45
2,192,119,18971,1,1,0,15,1,72.61
2,26,65,1100,1,1,0,7,1,56.3
2,174,83,8304,0,1,1,22,0,59.16
3,541,110,13749,0,1,1,9,1,75.96
2,565,81,6037,1,0,0,4,1,65.7
4,567,0,19917,0,1,1,10,1,80.87
9,537,57,18940,0,1,1,20,1,89.59
6,234,92,15185,0,1,1,12,1,75.98
1,153,92,9224,0,0,1,19,0,61.23
8,304,82,5584,0,0,0,1,0,68.8
7,145,43,2542,1,0,0,13,1,67.43
10,458,103,17241,0,1,0,8,1,90.42
3,171,5,17261,0,1,1,9,1,64.48
1,350,107,13836,0,1,1,9,1,69.57
5,557,102,13914,1,0,0,9,0,76.89
4,402,49,5297,1,0,0,18,0,69.58
10,134,117,3807,0,1,1,10,1,77.35
8,501,109,14221,0,0,0,10,1,82.69
1,303,71,3096,0,1,1,2,1,60.75
10,94,87,17667,0,0,0,18,1,82.7
1,185,19,19263,1,0,0,23,1,59.16
4,208,117,12295,1,0,1,21,0,74.74
8,97,13,15484,0,1,0,0,0,70.2
5,40,4,12634,0,0,0,11,1,56.64
2,585,40,11282,1,1,0,14,1,66.65
6,203,39,9734,1,1,0,13,0,72.1
5,241,33,19422,0,1,0,2,0,67.26
2,347,79,15118,0,0,0,19,0,61.52
3,198,44,17745,0,0,1,12,1,61.23
9,131,70,18760,1,0,1,17,0,79.1
7,78,79,10527,1,1,1,15,1,73.56
7,346,70,14486,1,0,1,5,1,76.48
6,210,26,12900,1,0,1,9,0,67.18
8,219,77,4026,0,1,0,16,1,71.37
4,331,77,12093,1,1,0,16,0,73.57
8,54,43,2122,1,1,1,7,1,74.41
4,398,32,6018,1,0,0,3,0,64.39
8,406,32,3157,0,0,0,14,0,65.32
9,256,43,18816,1,1,0,0,0,83.41
3,538,19,9199,1,0,0,6,0,69.41
3,302,116,14455,1,1,0,9,1,74.97
2,20,110,3156,0,0,1,6,0,54.52
10,483,35,17173,1,1,1,0,0,93.99
3,249,6,6358,0,0,0,16,0,54.47
3,191,31,19713,0,1,1,11,0,66.45
5,106,111,10901,1,1,1,16,1,77.84
5,572,66,9258,0,1,1,14,0,72.62
2,142,38,1973,1,0,1,23,1,53.47
10,317,92,13781,0,0,0,15,1,77.76
6,594,23,16464,0,0,1,22,1,76.52
5,503,85,18871,1,1,0,13,0,83.44
6,184,69,12557,1,1,1,2,1,76.43
1,402,111,8173,0,1,1,18,0,70.74
5,228,87,14781,0,1,0,11,0,65.8
9,451,103,3751,0,1,0,18,0,78.45
10,408,86,5554,0,1,1,17,1,84.51
2,579,53,2216,1,1,1,13,0,75.49
1,243,37,9704,0,1,0,19,1,61.56
10,22,73,14606,0,1,1,22,1,75.1
9,391,79,1810,1,0,0,8,1,76.76
10,465,74,17501,0,1,0,2,1,85.11
9,135,31,16382,1,0,0,22,0,75.38
9,289,44,4757,1,1,1,11,0,83.76
6,466,60,16346,1,0,0,19,0,83.19
8,387,69,10920,0,1,0,16,0,77.43
1,272,87,13512,1,0,1,4,0,60.59
10,336,96,968,1,1,0,7,1,76.0
4,434,52,6405,1,1,1,18,1,74.34
1,114,50,12808,0,1,1,3,1,63.18
8,43,75,16134,0,0,0,14,0,66.32
1,69,55,15301,0,1,1,18,1,60.21
3,521,26,18023,0,0,1,14,0,74.59
4,517,37,10128,1,0,1,13,1,72.06
8,354,61,9228,1,0,0,15,1,81.0
6,98,17,17835,1,0,0,23,1,67.44
10,46,108,11505,0,0,0,9,0,74.79
7,290,102,19890,1,1,1,23,0,87.08
8,581,63,8390,0,0,0,13,0,77.29
2,266,118,7577,0,0,0,19,0,65.03
10,406,76,2471,0,0,1,10,1,77.41
8,578,116,14068,1,0,0,1,0,89.18
3,380,103,1691,1,1,1,18,0,68.91
7,507,29,13320,0,1,0,2,1,73.46
3,371,116,8265,1,1,1,3,1,70.46
7,275,48,10754,0,0,1,10,1,67.11
2,241,40,3546,1,0,1,12,0,65.14
10,20,115,12250,0,0,1,17,1,76.27
6,565,12,13203,0,1,0,17,1,73.7
3,465,33,17188,0,0,1,18,0,69.16
3,98,99,8543,1,1,1,11,1,71.22
9,255,93,5408,1,0,1,0,0,80.79
7,353,24,11127,1,0,1,23,0,76.48
5,368,65,3304,1,1,1,5,0,78.41
10,117,99,10676,1,0,1,2,1,77.72
7,101,17,4436,0,1,0,16,1,62.04
9,521,4,17596,1,0,1,2,1,88.93
1,496,18,10373,0,1,0,0,0,64.88
7,569,41,11890,1,0,1,2,1,82.49
6,33,17,8866,1,0,1,3,0,64.31
10,411,31,15114,1,0,0,5,1,84.69
9,366,20,7006,0,0,1,6,0,70.1
1,329,9,18656,1,0,1,22,0,69.9
4,405,36,17958,0,1,0,7,0,75.44
9,228,48,9283,1,1,0,12,0,76.87
4,376,85,11670,0,0,0,3,0,73.37
10,587,12,15109,0,1,0,5,0,80.9
3,113,54,7822,0,1,1,10,0,61.3
9,112,16,12674,0,1,0,0,0,70.74
2,359,8,16708,1,1,0,7,0,68.62
4,464,87,2910,1,0,0,21,0,72.36
6,41,43,14136,0,1,1,1,0,70.35
2,310,77,9539,1,1,0,7,0,65.33
8,504,45,15490,0,0,1,19,1,79.4
8,325,7,6941,1,0,1,8,1,76.31
1,147,118,9185,1,0,1,3,0,64.99
3,292,36,14278,1,0,1,16,1,72.45
10,461,18,13691,0,0,0,6,0,77.23
9,522,62,10232,1,0,0,9,1,84.05
5,149,91,4456,0,0,1,4,0,62.33
6,151,45,7053,1,0,0,9,1,63.86
4,501,104,19978,0,1,0,11,0,73.78
10,409,93,2865,1,0,0,20,1,83.96
2,344,70,7168,0,1,0,19,0,57.44
8,88,25,5500,0,0,1,5,1,65.52
6,467,103,4175,0,0,0,0,1,69.81
5,547,45,13407,1,1,0,2,1,75.95
9,184,117,17836,0,0,1,6,0,82.15
1,507,45,15636,1,0,0,10,1,63.16
5,445,74,11655,0,1,0,23,1,70.69
6,284,13,12719,0,1,0,11,0,71.58
5,361,84,3747,0,1,1,8,0,66.39
6,297,62,4915,1,1,0,0,1,74.95
6,458,71,6972,1,1,0,3,0,80.54
7,176,2,5348,1,1,1,1,1,75.51
4,441,27,1537,1,0,0,1,1,65.06
8,270,28,16134,1,0,1,16,0,76.35
7,549,86,8762,1,0,1,20,1,78.69
9,346,17,11566,1,0,1,1,1,78.04
7,116,34,16054,0,0,0,3,0,56.85
3,532,76,7508,0,1,0,10,0,68.26
3,235,75,15763,1,1,0,18,1,70.99
8,151,46,16738,1,0,0,23,1,74.92
5,279,113,6142,1,1,0,12,1,72.58
4,144,4,16989,1,0,1,21,0,68.1
8,101,102,17653,1,1,1,20,1,84.18
6,302,74,19824,0,0,1,17,1,70.27
2,78,58,15031,1,0,1,18,1,64.82
4,563,74,10884,1,0,0,23,0,73.34
4,180,58,16836,1,1,1,14,1,69.74
6,303,110,14161,0,1,1,11,1,80.32
6,125,105,12187,0,0,0,10,0,64.95
1,124,46,13904,0,1,1,22,0,62.64
8,458,94,4855,0,0,0,0,1,72.15
6,247,94,1433,1,0,0,15,0,62.02
3,337,12,9266,0,1,0,12,1,62.72
9,483,77,6406,0,0,1,5,1,79.2
2,491,112,13072,0,0,1,22,0,72.47
8,75,108,12779,0,0,1,5,1,75.05
10,32,105,11223,0,1,1,9,1,82.1
3,459,88,11111,1,0,1,1,1,75.34
5,37,32,8761,0,0,1,2,1,58.25
6,132,96,4974,0,0,0,5,1,60.52
10,248,61,17138,0,0,0,15,0,79.55
6,190,78,5287,1,1,1,5,1,73.18
4,314,15,14075,1,0,1,23,1,71.66
3,208,43,8362,1,0,0,12,0,66.62
4,445,57,11456,1,1,0,3,0,72.62
1,98,119,11163,1,1,0,14,0,66.68
4,201,101,16620,1,1,1,5,0,74.97
1,518,5,4242,1,1,1,0,0,68.49
1,90,107,2535,1,1,1,8,0,67.26
10,267,88,2467,0,1,0,11,0,78.99
6,165,14,2352,0,0,1,22,0,59.02
5,315,3,11047,1,0,1,10,1,74.69
4,489,55,7118,0,1,1,12,1,70.41
3,525,63,14359,1,0,1,0,0,81.69
1,212,67,8803,0,1,1,18,1,61.09
6,87,93,11850,0,0,1,20,1,69.3
2,513,33,17066,1,1,0,3,1,75.34
8,71,90,664,0,1,1,4,1,65.97
10,382,94,7458,1,0,0,22,1,85.2
5,493,55,2637,1,1,0,16,0,73.59
7,540,31,10715,0,0,0,4,0,70.04
10,450,107,17338,1,1,1,18,1,92.77
2,317,102,19169,0,1,1,2,0,70.22
8,454,115,17425,0,0,1,10,1,82.31
2,217,8,6533,1,1,1,1,1,60.8
4,147,62,3165,1,0,0,21,1,58.17
1,551,104,13629,1,0,1,13,0,67.85
5,430,71,12625,1,0,0,5,1,71.03
9,84,77,6689,1,0,1,18,1,78.97
1,260,32,14208,0,0,1,0,1,62.51
9,388,86,18572,1,1,0,6,0,89.16
8,555,20,5595,0,1,0,1,1,81.22
6,403,54,14909,1,0,0,23,0,78.86
7,450,75,8083,0,1,1,18,1,79.1
3,102,56,2137,0,0,0,0,1,53.54
1,593,1,15170,0,1,0,8,1,65.76
5,305,12,6466,0,0,0,20,0,56.15
2,553,3,5170,0,1,1,16,1,64.0
5,478,83,5703,1,0,0,9,1,63.78
8,231,49,18774,0,1,0,5,1,73.17
9,145,114,9169,1,0,1,2,1,83.35
2,432,47,15468,0,0,0,19,1,62.96
3,518,77,2866,1,1,0,23,1,67.44
3,444,29,19410,0,0,0,14,0,67.62
1,573,28,866,0,0,1,20,1,60.11
8,562,7,16147,1,1,0,21,0,89.29
6,177,11,10407,1,1,0,19,1,75.63
8,131,40,7106,0,0,0,5,0,66.52
9,421,101,512,0,0,0,2,1,67.18
5,141,25,2817,1,0,0,9,0,67.32
3,292,49,15929,0,0,0,11,1,66.31
5,313,1,7985,0,1,0,0,0,66.85
5,417,54,17259,1,0,1,21,1,77.62
5,490,103,756,0,0,1,15,0,63.68
3,226,55,17333,0,1,1,16,1,67.26
10,129,13,16403,1,1,0,9,1,80.28
4,459,5,3712,0,0,1,11,1,61.08
9,297,105,6675,1,1,0,18,0,84.81
10,587,103,14071,1,1,0,7,0,92.7
9,588,94,16587,0,1,0,22,0,84.42
2,501,80,7946,0,0,1,7,1,66.5
8,133,88,18192,1,0,1,9,0,77.67
8,496,60,15377,1,0,0,9,1,76.71
7,340,95,13443,0,1,0,17,1,77.8
8,198,11,10806,1,0,1,9,1,73.7
3,238,112,4516,0,0,1,6,1,62.09
6,547,12,6412,1,0,1,3,1,78.87
1,511,18,942,1,1,1,0,1,66.34
7,80,43,3444,1,0,1,10,1,69.18
1,73,111,4436,0,0,1,18,0,54.28
9,557,88,898,1,0,1,4,0,84.42
1,84,94,16196,1,0,0,7,1,55.08
1,190,58,3495,1,1,0,1,1,57.12
7,292,36,6829,1,0,1,1,0,71.9
2,554,24,2716,0,0,1,23,1,59.2
5,410,15,18591,1,1,0,13,0,74.87
8,346,37,12023,0,1,1,8,1,77.54
8,127,42,3068,1,1,0,9,1,70.77
3,181,112,660,1,1,0,12,0,64.3
7,471,86,16148,0,1,1,0,0,83.4
3,225,13,8567,0,0,0,13,1,56.93
6,35,5,4404,1,1,1,1,1,64.82
6,346,88,4073,1,1,1,3,0,75.79
3,21,22,2325,1,1,0,18,0,60.45
7,29,59,14286,0,0,0,0,0,61.85
3,453,106,10315,1,0,0,3,1,68.09
8,144,11,14294,0,0,1,10,0,67.26
10,100,12,1676,1,1,1,12,1,74.84
4,504,99,8320,0,0,1,17,0,73.18
1,169,102,17014,0,1,1,9,0,67.56
4,359,97,1999,0,1,1,4,0,65.41
7,148,5,8126,1,0,1,0,0,74.71
4,457,62,16637,1,0,1,13,1,74.47
6,520,37,19672,0,0,0,15,1,69.22
9,77,49,4208,0,1,1,23,0,76.57
1,217,51,2269,0,0,0,17,1,47.51
5,230,39,10010,1,0,0,2,1,66.22
7,64,7,14726,1,0,1,2,1,70.59
1,116,60,16134,1,0,0,3,0,62.13
4,298,7,7231,0,0,0,6,0,52.41
6,554,103,11465,1,1,0,12,1,82.06
2,429,96,19928,1,1,1,8,0,78.24
10,480,33,875,1,0,0,2,0,80.93
5,410,107,16017,0,1,1,16,0,76.93
10,63,78,19920,1,1,1,14,0,86.16
1,46,99,6718,1,1,1,9,1,65.51
6,116,59,17624,1,0,0,14,1,72.62
6,567,56,8995,1,1,0,0,0,77.47
4,586,98,1585,1,0,1,21,1,74.7
8,238,45,13573,0,1,1,20,1,74.58
4,204,21,11871,0,0,1,9,1,64.48
8,88,86,18094,0,1,0,6,1,74.63
8,149,39,11726,0,1,0,6,1,67.02
5,586,44,10546,1,0,0,2,0,67.76
4,353,54,17151,1,0,0,6,1,70.21
2,173,50,19658,0,1,0,8,1,61.44
3,566,85,11541,0,0,0,7,0,66.62
3,98,4,4849,0,0,0,2,0,50.44
4,598,94,5465,1,0,1,4,0,69.65
4,432,12,13992,1,0,0,12,1,67.05
10,565,27,13836,1,1,1,12,1,91.18
5,188,83,17873,0,0,0,7,0,67.15
4,534,96,13184,0,1,1,17,1,79.47
10,333,79,17821,0,1,0,6,0,86.43
8,51,61,7154,1,0,0,9,0,67.93
6,306,92,7842,1,0,0,9,1,71.2
6,62,86,2858,0,0,1,22,0,60.53
8,20,23,6860,0,0,0,10,1,62.95
7,592,97,4243,1,1,0,11,0,80.66
10,289,6,7659,1,1,1,12,0,79.01
10,199,37,1018,0,0,0,7,0,61.35
8,537,36,17152,0,1,0,16,1,78.27
2,122,67,13425,1,0,1,23,0,63.7
9,29,97,15310,0,1,0,13,0,78.02
1,109,41,16739,0,1,1,16,0,61.74
8,245,85,5975,1,1,1,18,1,80.48
4,145,4,4685,0,0,1,15,1,56.45
4,228,63,5661,1,0,0,8,1,67.38
5,116,49,10080,0,1,0,19,1,65.33
8,93,105,10386,1,0,1,9,1,76.26
5,210,86,11965,0,0,1,8,0,65.69
8,75,117,11721,0,1,0,0,0,69.43
10,572,14,2835,0,0,0,23,0,78.51
1,51,94,4174,1,0,0,2,0,57.22
10,546,72,5076,0,1,1,10,1,83.48
9,593,106,15472,0,1,0,6,0,92.28
6,303,52,1000,1,1,1,17,1,73.14
3,513,24,8583,0,1,1,12,1,66.3
8,206,88,8794,1,0,0,22,1,77.58
9,517,112,16220,1,0,0,22,0,83.21
6,461,84,6043,1,1,1,17,1,79.24
7,149,8,19630,0,1,1,15,0,70.59
1,311,118,3776,1,0,0,23,1,58.61
5,133,111,19969,0,0,1,15,0,71.79
5,218,37,7113,1,0,0,20,0,65.78
10,32,21,12229,0,1,0,9,1,68.5
4,290,106,1827,1,1,1,8,1,77.44
6,234,86,8272,1,1,1,7,0,70.85
7,463,48,11166,0,1,0,18,0,75.63
9,531,67,16789,1,0,1,2,1,88.83
1,466,92,19446,0,1,1,23,1,73.43
6,93,14,19320,1,1,0,8,1,75.86
7,556,64,6269,0,0,1,1,0,65.31
3,120,53,14163,1,1,0,18,1,64.81
8,195,29,6418,1,0,1,7,0,73.01
5,446,92,17973,0,1,0,17,1,81.62
9,136,19,5055,1,0,1,7,1,70.45
5,185,32,2894,0,0,1,4,1,59.17
9,60,104,1166,0,0,1,5,0,70.16
10,448,107,12855,1,1,1,9,0,89.11
4,363,99,2734,1,1,1,14,0,73.64
9,443,85,6835,1,1,1,3,0,86.21
5,385,76,18120,0,1,1,2,1,75.73
10,139,6,18507,0,1,1,23,1,80.84
9,248,7,18258,1,1,0,8,1,87.91
3,149,27,12003,0,0,1,15,0,59.85
4,371,44,6859,1,1,1,15,0,66.34
9,337,106,17060,1,1,1,14,1,87.96
10,356,72,14376,1,0,1,23,1,90.35
6,292,88,3428,0,0,1,8,0,66.24
2,136,119,8117,0,1,0,16,0,57.21
7,387,79,8114,1,0,0,20,0,77.01
2,113,73,4774,0,1,1,11,0,57.38
2,187,10,5471,1,0,1,22,1,59.08
1,360,30,8889,1,1,1,7,0,63.75
3,171,11,17852,0,0,1,13,1,60.64
6,293,94,3004,1,0,0,17,1,68.97
8,573,77,6506,1,1,1,11,1,86.26
9,515,50,8443,1,1,0,13,0,85.15
7,120,43,18153,1,0,1,19,1,76.23
4,576,95,18248,1,0,0,22,1,75.34
6,101,49,1423,0,0,0,4,1,62.24
5,548,116,17354,0,0,0,0,0,74.97
8,92,16,10746,1,1,1,12,1,71.96
1,33,34,12975,0,0,1,13,1,47.18
1,452,0,19838,1,0,1,1,1,69.18
6,176,28,18032,1,1,1,15,0,75.16
10,151,50,3586,1,1,1,4,0,81.03
2,357,63,15360,1,1,0,21,1,71.12
5,423,3,17513,0,1,0,0,1,83.18
1,395,86,7907,0,1,0,11,0,58.37
7,578,27,1274,1,1,1,18,0,82.72
1,126,15,9209,0,0,0,21,0,46.61
4,284,62,16811,1,0,1,21,1,75.68
9,224,75,1843,0,0,0,22,0,71.42
1,98,52,10661,1,1,1,9,0,62.86
4,174,84,11919,1,1,0,11,0,68.45
6,266,108,8297,1,0,1,18,0,74.4
6,550,16,19783,0,0,0,15,1,71.46
8,557,39,1434,0,1,0,16,0,78.64
1,173,12,2486,1,1,0,12,1,55.71
7,173,51,14516,0,0,1,6,0,71.59
1,111,57,5965,0,0,0,2,1,51.46
7,452,95,10466,0,0,0,4,1,75.7
3,357,36,16221,0,0,0,3,1,61.69
8,499,113,2005,0,0,1,14,1,77.93
3,150,78,5863,0,1,0,16,0,63.74
1,469,75,16440,0,0,1,11,1,65.88
8,292,60,11346,0,0,0,22,1,66.51
3,196,112,1510,0,1,0,13,1,64.38
2,68,78,15424,0,0,1,3,1,60.49
1,586,33,13982,0,1,1,16,1,69.37
3,374,69,9869,0,1,0,10,0,67.89
2,327,16,4357,0,0,1,5,1,60.81
2,65,111,10364,1,0,1,3,1,63.37
6,321,112,10620,1,1,1,12,1,85.1
1,427,19,11870,0,1,0,19,1,61.64
2,208,72,3053,0,1,0,14,1,59.16
6,148,58,15989,0,0,0,17,0,64.03
3,580,68,4889,1,0,1,16,0,70.68
4,556,86,17435,1,0,1,18,0,83.39
1,285,32,11589,0,0,1,9,1,52.2
8,137,101,9731,0,0,1,4,1,73.76
7,483,119,3551,0,1,0,11,0,76.52
7,163,77,5822,0,0,1,14,1,72.0
3,461,16,12289,0,0,0,22,0,65.18
10,219,56,3055,1,1,1,3,1,81.24
10,176,82,17973,0,0,0,7,1,72.79
3,506,96,13267,1,0,0,19,1,70.81
2,153,0,958,0,0,1,21,0,49.86
1,167,12,16201,0,1,1,16,0,65.52
7,355,109,16566,1,1,1,5,0,89.24
7,90,26,5221,1,0,0,15,0,62.33
2,252,69,12946,0,0,1,4,0,63.17
7,353,58,6804,1,0,0,13,0,70.99
8,109,5,14065,0,1,1,1,1,70.53
1,353,96,10699,1,1,0,16,0,70.1
9,218,93,2420,1,0,1,5,0,75.79
7,180,109,13727,0,0,0,10,0,66.42
3,557,98,8194,0,0,0,1,0,68.62
8,140,22,6798,1,0,0,0,1,68.76
7,320,9,7129,0,1,1,4,0,70.32
8,594,50,13219,1,1,0,7,0,90.47
6,455,18,5646,1,0,1,3,0,76.02
9,87,50,17887,0,1,0,18,0,75.55
5,478,91,19967,1,1,1,4,1,80.96
3,533,86,10806,0,0,1,4,1,72.69
3,417,67,3089,0,0,0,23,1,57.78
1,305,83,4810,1,0,0,15,0,59.18
8,580,82,2741,0,0,1,21,0,75.16
2,159,41,14101,1,1,0,17,0,61.39
3,575,90,8211,1,0,1,10,1,75.46
8,301,56,1438,0,0,1,16,1,66.01
8,597,97,4801,0,0,1,2,0,79.39
4,476,67,4470,1,0,1,17,0,68.3
4,106,119,4499,0,1,1,3,0,63.96
5,98,37,3908,1,0,1,18,1,64.86
6,224,61,14307,1,0,1,8,0,75.05
5,356,6,9462,1,1,1,4,1,76.02
7,273,111,17132,1,0,1,3,1,83.67
2,323,70,13885,1,0,0,15,1,69.9
7,399,49,6450,0,0,1,9,1,70.65
10,149,51,3426,1,1,1,8,0,82.86
7,295,25,8475,1,0,1,15,1,72.42
1,577,25,7466,1,0,0,19,0,65.86
7,202,117,9633,1,0,0,21,1,77.08
5,287,18,7087,1,1,0,16,0,72.54
3,341,8,5591,1,0,0,17,1,56.64
3,531,60,9485,0,0,0,14,1,54.93
4,97,19,17561,0,0,0,19,1,61.34
2,358,105,2061,1,1,1,8,0,69.45
2,575,108,9144,1,1,0,5,1,75.31
1,528,49,15285,1,0,0,5,1,67.93
5,257,79,4156,0,0,0,10,1,60.15
4,153,117,16639,1,1,0,19,1,75.95
10,211,80,709,1,0,0,2,0,74.59
2,375,21,5483,1,1,1,22,0,66.98
3,297,12,7641,1,1,1,11,0,68.45
7,37,11,10618,1,1,0,14,0,71.45
7,543,9,16761,1,0,1,6,1,79.91
4,199,64,4466,0,1,0,21,1,58.08
5,142,95,10569,1,1,1,17,1,71.49
5,265,29,9318,1,0,1,21,0,67.88
6,392,7,11418,1,0,0,14,1,75.35
9,70,20,10150,1,0,0,7,0,70.87
2,90,21,19708,1,1,0,21,0,63.67
5,499,17,1750,1,1,1,8,0,74.31
3,579,65,5258,1,0,1,14,1,68.33
4,38,47,4863,1,1,0,15,1,61.98
10,103,43,2663,1,0,0,19,1,69.31
6,174,8,10315,0,0,1,2,0,60.07
8,584,66,2353,0,0,0,4,1,75.44
1,376,53,17637,0,0,1,2,1,62.86
10,462,25,2368,1,0,1,1,0,79.56
8,88,84,17065,0,1,0,1,1,76.58
7,542,93,18397,0,1,1,3,1,86.74
1,162,91,16068,0,0,1,2,0,61.06
2,211,99,9594,0,1,1,8,0,64.25
3,406,25,5738,1,1,1,22,1,72.42
1,397,33,7589,0,0,0,21,0,55.36
9,554,7,19440,0,1,1,11,1,86.58
8,312,9,5780,1,1,0,23,1,77.92
2,28,47,4744,0,0,1,8,0,55.79
9,290,54,2664,1,1,0,18,0,77.64
7,406,106,15649,0,1,1,11,0,82.56
9,112,113,14588,0,1,1,15,0,82.15
6,548,53,18905,0,1,0,22,1,78.31
6,173,77,3321,1,1,1,0,0,72.22
4,424,39,10973,0,0,0,9,0,63.73
10,168,118,14186,0,0,1,22,0,76.3
10,286,14,10262,1,0,0,9,0,83.64
2,441,80,6469,0,0,0,3,1,58.86
7,491,116,12678,0,0,1,10,0,80.36
5,566,17,6668,0,1,1,21,0,72.45
6,545,95,17597,0,1,1,10,1,85.51
2,522,101,14596,0,0,1,10,0,68.64
5,33,22,7703,1,0,1,21,1,64.26
10,383,61,4045,1,0,1,5,1,78.18
4,138,45,1363,1,1,1,14,1,69.33
9,257,86,16648,0,1,1,1,1,84.75
6,565,98,18309,0,1,1,20,0,80.11
2,188,38,19188,0,1,0,22,1,63.3
1,541,14,1153,0,1,0,21,0,53.93
5,535,52,8629,0,1,0,2,1,69.22
9,416,87,943,1,0,1,4,1,81.9
6,125,63,5606,1,1,0,23,0,61.99
10,104,62,4936,1,0,1,10,0,78.78
7,233,91,19741,0,0,1,20,1,77.22
5,140,79,9972,1,1,1,11,0,73.5
10,151,15,3539,1,1,1,2,1,80.17
6,216,103,8791,1,1,0,8,0,82.97
5,38,102,10778,1,1,0,2,1,66.26
9,31,69,16785,0,1,0,1,0,79.54
6,100,65,14444,0,1,1,5,0,74.37
8,349,117,3237,1,1,1,23,1,80.33
